Permutas
3197.43
3204.51
3229.09
3229.09
3231.35
3238.59
3244.92
3244.92
3244.92
3250.0
3250.0
3257.35
3257.58
3260.75
3261.04
3263.03
3263.03
3263.7
3263.7
3264.18
3266.88
3270.25
3270.53
3274.75
3274.75
3275.7
3277.37
3292.41
3292.41
3292.41
3293.36
3300.0
3310.55
3310.55
3310.55
3322.52
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3324.06
3325.0
3326.91
3326.91
3326.91
3330.0
3333.56
3336.8
3338.03
3339.01
3343.15
3345.0
3345.0
3347.02
3347.02
3350.0
3350.0
3352.68
3354.91
3355.0
3355.0
3355.0
3355.0
3355.0
3355.0
3355.0
3355.0
3355.72
3355.72
3355.72
3355.72
3355.72
3355.72
3367.0
3367.0
3367.83
3368.05
3369.36
3370.81
3375.57
3375.57
3377.88
3379.0
3380.0
3380.0
3386.71
3387.0
3387.0
3392.22
3392.22
3392.22
3392.22
3392.22
3394.82
3394.82
3396.0
3396.0
3400.0
3400.0
3400.0
3400.0
3400.35
3403.21
3403.21
3404.48
3409.54
3414.39
3416.82
3416.82
3416.82
3419.04
3419.04
3421.43
3432.13
3432.13
3432.13
3432.89
3432.95
3433.92
3436.9
3443.82
3443.82
3443.82
3443.82
3447.0
3448.9
3453.11
3453.11
3453.11
3453.11
3453.11
3457.03
3463.46
3463.91
3464.67
3469.22
3476.02
3476.02
3478.55
3479.19
3479.19
3482.35
3482.35
3482.35
3482.35
3482.35
3482.35
3482.35
3482.35
3482.35
3482.35
3482.35
3484.79
3484.79
3484.79
3484.79
3484.79
3484.79
3484.79
3484.79
3484.79
3485.9
3490.79
3495.09
3495.69
3495.69
3500.0
3510.9
3514.01
3518.96
3520.72
3530.0
3542.11
3545.67
3545.67
3545.67
3545.67
3545.67
3560.0
3560.14
3571.88
3579.83
3579.83
3579.83
3586.79
3586.82
3599.0
3600.0
3603.75
3605.79
3605.79
3614.92
3614.92
3642.26
3643.19
3643.19
3643.19
3643.19
3654.59
3654.59
3674.87
3674.87
3674.87
3674.87
3674.87
3674.87
3674.87
3699.0
3700.0
3703.07
3703.96
3703.96
3719.08
3732.31
3732.31
3732.31
3732.31
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
3749.86
