Year,Type,Activity,Sex ,Injury,Fatal (Y/N),Ages
2002,Unprovoked,Playing in the surf with his 2 dogs,M,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N,Digital
2002,Unprovoked,Surfing,M,Toothmarks in board & his swim trunks,N,Digital
2002,Unprovoked,Collecting beche-de-mer,M,Wrist lacerated,N,Digital
2002,Unprovoked,Fishing,M,Laceration to arm.,N,Digital
2002,Unprovoked,Surfing,M,Leg injured,N,Digital
2002,Provoked,Fishing from prawn trawler,M,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N,Digital
2002,Unprovoked,Scallop diving (using surface-supplied air & a POD) ,M,"FATAL, torso & leg bitten  ",Y,Digital
2002,Unprovoked,"Surfing, but standing in water alongside board",M,Left foot bitten,N,Digital
2002,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2002,Unprovoked,Swimming,M,Foot bitten,N,Digital
2002,Unprovoked,Standing,M,Calf bitten,N,Digital
2002,Unprovoked,Wading,M,Two half-inch lacerations on right heel and one near small toe,N,Digital
2002,Unprovoked,Swimming / Wading,M,Upper left arm bitten,N,Digital
2002,Unprovoked,Body-boarding,M,Left leg severed below knee,N,Digital
2002,Unprovoked,Wading,F,Foot bitten,N,Digital
2002,Unprovoked,Swimming,M,"Severe kacerations, FATAL",Y,Digital
2002,Unprovoked,Swimming /  boogie boarding,M,Punctures on left foot and foot ,N,Digital
2002,Unprovoked,Snorkeling,M,Arm bitten,N,Digital
2002,Unprovoked,Surfing,M,Several  puncture wounds on lower right leg,N,Digital
2002,Unprovoked,Capsized fishing boat,M,FATAL,Y,Digital
2002,Unprovoked,Surfing,M,Heel / foot bitten,N,Digital
2002,Unprovoked,,M,"FATAL, lower thigh & knee severely lacerated ",Y,Digital
2002,Unprovoked,Kayaking,M,Stern of kayak bitten/chest bruised ,N,Digital
2002,Unprovoked,Surfing,M,Bruises & minor cuts,N,Digital
2002,Unprovoked,Swimming,M,15 cm wound on inner thigh,N,Digital
2002,Unprovoked,Fishing,M,Leg bitten & surgically amputated,N,Digital
2002,Unprovoked,Surf skiing,M,Foot & calf bitten,N,Digital
2002,Unprovoked,Snorkeling,M,Lacerations to buttocks & thigh,N,Digital
2001,Unprovoked,Surfing,M,"No Injury, shark hit board",N,Digital
2001,Unprovoked,Kite-Boarding,M,No injury,N,Digital
2001,Unprovoked,Snorkeling,F,Lacerations to right forearm & shoulder injured,N,Digital
2001,Unprovoked,Body surfing,M,Hand injured,N,Digital
2001,Provoked,,M,No injury from shark,N,Digital
2001,Provoked,"Surfing, fell off surfboard & stepped on the shark.",M,PROVOKED INCIDENT Several small lacerations on left foot ,N,Digital
2001,Unprovoked,Surfing,M,"1"" to 2"" cuts on right ankle & foot",N,Digital
2001,Unprovoked,Boogie boarding,M,"2 lacerations on lower back, punctures on buttock",N,Digital
2001,Unprovoked,Surfing,M,Foot bitten,N,Digital
2001,Provoked,Diving,M,Head bitten by captive shark PROVOKED INCIDENT,N,Digital
2001,Provoked,Fishing,M,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,Digital
2001,Unprovoked,Walking in shallows,M,Minor injury to left leg,N,Digital
2001,Unprovoked,Swimming ,M,FATAL,Y,Digital
2001,Unprovoked,Swimming,F,Left buttock & foot  severed,N,Digital
2001,Unprovoked,Wading,M,Right calf lacerated,N,Digital
2001,Unprovoked,Swimming ,M,"FATAL, thigh bitten ",Y,Digital
2001,Unprovoked,Spearfishing,M,Torso lacerated,N,Digital
2001,Unprovoked,Standing,F,Punctures & lacerations on elbow & forearm,N,Digital
2001,Unprovoked,Wading,M,Heel lacerated,N,Digital
2001,Unprovoked,Boogie Boarding,M,Thigh & foot bitten,N,Digital
2001,Unprovoked,Boogie Boarding,M,Upper left thigh & right foot bitten,N,Digital
2001,Unprovoked,Surfing,M,Foot lacerated,N,Digital
2001,Unprovoked,Surfing,M,Thigh lacerated,N,Digital
2001,Unprovoked,Surfing,M,Cuts on right foot,N,Digital
2001,Unprovoked,Surfing,F,Lacerations to lower leg,N,Digital
2001,Unprovoked,Surfing,F,Left foot lacerated,N,Digital
2001,Unprovoked,Surfing,M,Cuts on right foot,N,Digital
2001,Unprovoked,Surfing,M,Back of left hand gashed,N,Digital
2001,Unprovoked,Surfing,M,Left ankle bitten,N,Digital
2001,Unprovoked,Spearfishing,M,Calf bitten,N,Digital
2001,Unprovoked,Fell off banana boat,M,Legs bitten,N,Digital
2001,Unprovoked,,F,Toe bitten,N,Digital
2001,Unprovoked,Swimming,M,"Leg bitten, later surgically amputated above the knee",N,Digital
2001,Unprovoked,,F,Survived,N,Digital
2001,Unprovoked,,M,Minor injury,N,Digital
2001,Unprovoked,,F,2 bites behind knee,N,Digital
2001,Unprovoked,Surfing,M,Left foot & heel lacerated,N,Digital
2001,Unprovoked,Boogie boarding,M,Foot lacerated,N,Digital
2001,Unprovoked,Surfing,M,Foot bitten,N,Digital
2001,Unprovoked,Swimming,M,"Arm severed, surgically reattached",N,Digital
2001,Unprovoked,Floating face-down in knee-deep water,M,2-inch cut on dorsum of left foot,N,Digital
2001,Unprovoked,Swimming,M,Leg lacerated,N,Digital
2001,Provoked,Spearfishing,M,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,Digital
2001,Unprovoked,Wading,F,3 puncture wounds on each side of her left  hand,N,Digital
2001,Unprovoked,,M,Survived,N,Digital
2001,Unprovoked,Swimming,M,Shin lacerated,N,Digital
2001,Unprovoked,Swimming,M,5.5-inch laceration on calf,N,Digital
2001,Provoked,Shark fishing,M,Arm bitten PROVOKED INCIDENT,N,Digital
2001,Unprovoked,Surfing,M,Leg bitten,N,Digital
2001,Unprovoked,Surfing,M,"Chest lacerated, surfboard bitten",N,Digital
2001,Unprovoked,Surfing,M,Foot lacerated ,N,Digital
2001,Unprovoked,"Spearfishing, carrying his catch",M,FATAL,Y,Digital
2001,Unprovoked,Boogie boarding,M,4 small lacerations on lower right leg,N,Digital
2001,Unprovoked,Surfing,M,Foot & ankle lacerated,N,Digital
2001,Unprovoked,Surfing,M,Right foot & ankle lacerated,N,Digital
2001,Unprovoked,,M,Right ankle & lower leg lacerated,N,Digital
2001,Unprovoked,Surfing,M,Foot & ankle lacerated,N,Digital
2001,Unprovoked,Surfing,M,Small cuts on big & pinky toes of left foot,N,Digital
2001,Unprovoked,Body boarding,M,Foot & ankle lacerated,N,Digital
2001,Unprovoked,Surfing,M,Foot lacerated,N,Digital
2001,Unprovoked,Surfing,M,Minor cuts on right heel & foot,N,Digital
2001,Unprovoked,Surfing,M,Lacerations to top & bottom of left foot,N,Digital
2001,Unprovoked,Surfing,M,Minor punctures & lacerations on left hand ,N,Digital
2001,Unprovoked,Surfing,M,"Thigh, hip & buttock bitten",N,Digital
2001,Provoked,Snorkeling,M,Wrist lacerated PROVOKED INCIDENT,N,Digital
2001,Unprovoked,Standing alongside surfboard,M,Minor lacerations to dorsum of left foot,N,Digital
2001,Unprovoked,Batin,F,Left thigh bitten,N,Digital
2001,Unprovoked,Surfing,M,Calf bitten,N,Digital
2001,Unprovoked,Body-boarding,M,"Minor cuts on left hand, body board bitten",N,Digital
2001,Unprovoked,Surfing,M,Fingers & hand lacerated,N,Digital
2001,Unprovoked,Swimming,M,FATAL,Y,Digital
2001,Unprovoked,Surfing,M,Leg bitten,N,Digital
2001,Provoked,Kayaking,M,"No injury, shark ramme d & bit kayak",N,Digital
2001,Unprovoked,Swimming,F,Left arm bitten,N,Digital
2001,Unprovoked,Surfing,M,"Foot bruised, board dinged",N,Digital
2001,Provoked,Kayaking,M,"No injury, kayak bitten",N,Digital
2000,Unprovoked,Scuba diving,M,Hand bitten,N,Digital
2000,Unprovoked,Swimming back from anchored sailboat,M,"FATAL, leg severed ",Y,Digital
2000,Unprovoked,Diving for sea urchins,M,No injury,N,Digital
2000,Unprovoked,Spearfishing,M,Left elbow and forearm bitten,N,Digital
2000,Unprovoked,Surfing,F,FATAL,Y,Digital
2000,Unprovoked,Diving (shell maintenance),M,"No injury, wetsuit & swimfin torn",N,Digital
2000,Unprovoked,Swimming,M,Right calf lacerated,N,Digital
2000,Unprovoked,Swimming,M,Leg & feet lacerated,N,Digital
2000,Unprovoked,Swimming,M,"FATAL, torso bitten, leg severed ",Y,Digital
2000,Unprovoked,Surfing,M,Both thighs bitten,N,Digital
2000,Unprovoked,Surfing,M,Leg lacerated,N,Digital
2000,Unprovoked,Swimming / snorkeling,F,Right side of back / torso lacerated,N,Digital
2000,Unprovoked,Swimming,M,Right hand lacerated,N,Digital
2000,Unprovoked,Surfing,M,Foot lacerated,N,Digital
2000,Unprovoked,Surfing,M,Fingers lacerated,N,Digital
2000,Unprovoked,Body surfing,M,Right foot & heel lacerated,N,Digital
2000,Unprovoked,Surfing,M,Upper left arm lacerated,N,Digital
2000,Unprovoked,Sitting on surfboard,M,No injury,N,Digital
2000,Unprovoked,Surfing,M,FATAL,Y,Digital
2000,Unprovoked,Surfing,M,FATAL,Y,Digital
2000,Provoked,Fell onto dead shark,M,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,Digital
2000,Unprovoked,Surfing,M, FATAL,Y,Digital
2000,Unprovoked,Standing / surfing,M,Right lower leg & ankle lacerated,N,Digital
2000,Unprovoked,Surfing,F,Puncture wounds on knee,N,Digital
2000,Unprovoked,Swimming / Body surfing,M,Finger lacerated,N,Digital
2000,Unprovoked,Swimming,M,Minor injury to arm and hand,N,Digital
2000,Unprovoked,Free diving,M,Swim fin bitten,N,Digital
2000,Unprovoked,Swimming,M,FATAL,Y,Digital
2000,Unprovoked,Wading,M,Left foot lacerated ,N,Digital
2000,Unprovoked,Surfing,M,Left arm bitten,N,Digital
2000,Unprovoked,Swimming,M,Punctures & lacerations on right foot,N,Digital
2000,Unprovoked,Jumped into the water,M,FATAL,Y,Digital
2000,Provoked,Conducting research,M,Leg bitten by netted shark PROVOKED INCIDENT,N,Digital
2000,Unprovoked,Swimming out to porpoises ,M,"Severe gash to left hand above wrist, almost severing hand",N,Digital
2000,Unprovoked,"Windsurfing, but sitting on his board",M,Left calf lacerated,N,Digital
2000,Unprovoked,Surfing / Wading,M,Minor lacerations to the dorsum of the right foot,N,Digital
2000,Unprovoked,Standing,F,Severely bitten on lower leg ,N,Digital
2000,Unprovoked,,M,Minor laceration on left leg,N,Digital
2000,Unprovoked,Snorkeling,F,Leg pinched,N,Digital
2000,Unprovoked,Surfing,M,Foot lacerated,N,Digital
2000,Unprovoked,Surfing,M,Minor lacerations on foot,N,Digital
2000,Unprovoked,Surfing,M,Hand lacerated,N,Digital
2000,Unprovoked,Surfing,M,"No injury, flung off board",N,Digital
2000,Unprovoked,Surfing,M,No Injury,N,Digital
2000,Unprovoked,Scuba diving,M,Left arm bitten,N,Digital
2000,Unprovoked,Wading,M,Minor laceration & 3 punctures to right foot,N,Digital
2000,Unprovoked,Swimming ,M,Knee & calf lacerated,N,Digital
2000,Unprovoked,Jumping,M,Ankle & foot lacerated,N,Digital
2000,Unprovoked,Playing,F,Calf lacerated,N,Digital
2000,Unprovoked,Wading,F,Left inner thigh,N,Digital
2000,Unprovoked,"Spearfishing, holding mesh bag with speared fish",F,Lower right calf lacerated,N,Digital
2000,Unprovoked,Wading,F,Left calf & hand lacerated,N,Digital
2000,Unprovoked,Standing,F,Left thigh lacerated,N,Digital
2000,Unprovoked,,M,FATAL,Y,Digital
2000,Provoked,Fishing,M,"No injury, shark bit the dinghy",N,Digital
2000,Unprovoked,Standing,M,Right ankle lacerated,N,Digital
2000,Unprovoked,Surfing,M,Foot lacerated,N,Digital
2000,Unprovoked,Swimming,M,Puncture wounds on right hip and arm,N,Digital
2000,Unprovoked,Swimming ,M,Right forearm severed surgically amputated above elbow,N,Digital
2000,Unprovoked,Snorkeling,M,Right forearm lacerated,N,Digital
2000,Unprovoked,Swimming,M,"FATAL, legs severed  ",Y,Digital
2000,Unprovoked,Standing,M,Left leg & ankle bitten,N,Digital
2000,Unprovoked,Diving,M,FATAL,Y,Digital
2000,Unprovoked,Walking,M,Left foot lacerated,N,Digital
2000,Unprovoked,Boogie boarding / wading,M,Puncture marks on right thigh,N,Digital
2000,Unprovoked,Fishing,M,"No Injury, bumped by shark",N,Digital
2000,Unprovoked,Swimming,M,Left calf bitten,N,Digital
2000,Unprovoked,Boogie boarding,F,Right knee lacerated,N,Digital
2000,Unprovoked,Surfing,M,Left hand bitten,N,Digital
2000,Unprovoked,Spearfishing,M,FATAL,Y,Digital
2000,Unprovoked,Surfing,M,No Injury,N,Digital
2000,Unprovoked,Swimming,M,Survived,N,Digital
2000,Unprovoked,Spearfishing,M,"No injury to diver, speargun damaged",N,Digital
2000,Unprovoked,,M,Right calf bitten,N,Digital
2000,Unprovoked,Body surfing,M,Foot bitten,N,Digital
2000,Provoked,Feeding prawns to captive sharks,M,Fingers bitten PROVOKED INCIDENT,N,Digital
2000,Unprovoked,Surfing,M,"No injury, wetsuit punctured",N,Digital
2000,Unprovoked,Surfing,M,Hand bitten,N,Digital
2000,Provoked,Canoe with 3 men onboard sank,M,FATAL,Y,Digital
2000,Unprovoked,Diving,M,FATAL,Y,Digital
2000,Provoked,Fishing for tarpon,M,No injury to occupant; shark bit propeller,N,Digital
1999,Unprovoked,Surfing,M,Six puncture wounds on  leg,N,Digital
1999,Unprovoked,Swimming,F,Arm bitten,N,Digital
1999,Unprovoked,Bathing,F,A cut on her hand,N,Digital
1999,Unprovoked,Surfing,M,"Leg bitten, surgically amputated",N,Digital
1999,Unprovoked,Surfing,M,Right arm & fingers lacerated,N,Digital
1999,Unprovoked,Surfing,M,Lacerations to hand & wrist,N,Digital
1999,Unprovoked,Swimming,F,"Buttock bitten, hands lacerated",N,Digital
1999,Unprovoked,Surfing (sitting on his board),M,"No injury, board bitten",N,Digital
1999,Unprovoked,Surfing,M,Lower legs lacerated,N,Digital
1999,Unprovoked,"Spearfishing, but swimming at surface",M,Upper right thigh bitten,N,Digital
1999,Unprovoked,Swimming,M,Lacerations to leg,N,Digital
1999,Unprovoked,Swimming,M,Lacerations to buttocks,N,Digital
1999,Unprovoked,Body boarding,M,Right foot lacerated,N,Digital
1999,Unprovoked,Body surfing,M,"Shark bit 8"" chunk from swim fin",N,Digital
1999,Unprovoked,Surfing,M,Lacerations to right hand & wrist,N,Digital
1999,Unprovoked,"Surfing, lying on surfboard",M,Right arm bitten,N,Digital
1999,Unprovoked,Wading to shore after surfing,M,3 one-inch lacerations to sole of right foot,N,Digital
1999,Unprovoked,Wading,F,Thigh (posterior) bitten,N,Digital
1999,Unprovoked,Wading,F,Toes lacerated,N,Digital
1999,Unprovoked,Surfing,M,Right foot bitten,N,Digital
1999,Provoked,Wading,M,Left knee nipped by captive shark PROVOKED INCIDENT,N,Digital
1999,Unprovoked,Wading with surfboard,M,Right foot bitten,N,Digital
1999,Unprovoked,Surfing,M,3-inch laceration to right foot,N,Digital
1999,Unprovoked,Surfing,M,Foot injured,N,Digital
1999,Unprovoked,Fishing,M,Lacerations to left leg,N,Digital
1999,Unprovoked,Surfing,M,Small lacerations to right foot,N,Digital
1999,Unprovoked,Lying prone in 2' of water,M,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,Digital
1999,Unprovoked,Body surfing,M,Right ankle & heel  lacerated,N,Digital
1999,Unprovoked,Spearfishing & holding catch,M,Right arm bitten,N,Digital
1999,Unprovoked,Surfing,M,Right thigh bitten,N,Digital
1999,Unprovoked,Swimming with dolphins,M,Ankle bitten,N,Digital
1999,Unprovoked,Surfing,M,Right thigh & buttock bitten,N,Digital
1999,Unprovoked,Boogie boarding,M,FATAL,Y,Digital
1999,Unprovoked,,M,Five cuts on his heel,N,Digital
1999,Unprovoked,Wading in school of baitfish,F,Lacerations knee to ankle,N,Digital
1999,Unprovoked,Surfing,M,Leg & board bitten,N,Digital
1999,Unprovoked,Adrift in a life jacket,M,9-inch gash in left foot ,N,Digital
1999,Unprovoked,Surfing,M,Right hand and wrist lacerated,N,Digital
1999,Unprovoked,Swimming,M,8-inch bite on calf,N,Digital
1999,Unprovoked,Splashing / wading,M,Knee lacerated,N,Digital
1999,Unprovoked,Windsurfing,M,"FATAL, body not recovered",Y,Digital
1999,Unprovoked,Surfing,M,Leg & hands bitten,N,Digital
1999,Unprovoked,Swimming,F,Thigh bitten,N,Digital
1999,Unprovoked,Swimming after being swept into sea by a large wave,M,FATAL,Y,Digital
1999,Unprovoked,Surfing,M,Ankle bitten,N,Digital
1999,Unprovoked,Spearfishing & diving for paua,M,No injury,N,Digital
1999,Provoked,Scientific research (Dr. Sonny Gruber's student),M,Grabbed small shark & it bit him  PROVOKED INCIDENT,N,Digital
1999,Unprovoked,"Swimming, towing a kayak",F,"FATAL, arm bitten ",Y,Digital
1999,Unprovoked,Spearfishing,M,Multiple injuries,N,Digital
1999,Provoked,Fishing,M,Right thigh bitten PROVOKED INCIDENT,N,Digital
1999,Unprovoked,Body surfing or body boarding,M,Bruised right leg,N,Digital
1999,Unprovoked,Swimming near pod of whales,F,Tissue removed knee to thigh,N,Digital
1999,Unprovoked,Surfing,M,"Left hand & forearm bitten, board bitten",N,Digital
1999,Unprovoked,Surfing,M,Left hand bitten,N,Digital
1999,Unprovoked,Spearfishing,M,Legs & torso injured,N,Digital
1999,Unprovoked,Paddle Skiing,M,"No Injury, ski bitten",N,Digital
1999,Unprovoked,Spearfishing,M,Heel lacerated,N,Digital
1998,Provoked,Surfing,M,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,Digital
1998,Unprovoked,Standing,F,2 puncture wounds in left leg,N,Digital
1998,Unprovoked,Surfing,M,Leg bitten,N,Digital
1998,Unprovoked,Splashing,M,Right leg bitten,N,Digital
1998,Unprovoked,Surfing,F,Leg injured,N,Digital
1998,Unprovoked,Swimming,M,FATAL,Y,Digital
1998,Unprovoked,Surfing,M,Right foot bitten,N,Digital
1998,Unprovoked,Walking,M,Survived,N,Digital
1998,Unprovoked,Surfing,M,No injury,N,Digital
1998,Provoked,Fishing for tuna,M,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,Digital
1998,Unprovoked,Surfing,M,"FATAL, left forearm severed  ",Y,Digital
1998,Unprovoked,Swimming,F,Minor lacerations on right ankle & foot,N,Digital
1998,Unprovoked,Surfing,M,"No injury, surfboard bitten",N,Digital
1998,Unprovoked,Surfing,M,Right hand bitten,N,Digital
1998,Unprovoked,Surfing,M,Right leg bitten,N,Digital
1998,Unprovoked,,M,2 one-inch lacerations in left foot,N,Digital
1998,Unprovoked,Surfing,M,Puncture wounds to leg,N,Digital
1998,Unprovoked,Surfing,M,Left arm lacerated,N,Digital
1998,Unprovoked,Fishing / washing bait off hands,M,Laceration to right foot,N,Digital
1998,Unprovoked,Surfing,M,Right foot bitten,N,Digital
1998,Provoked,Spearfishing,M,Bitten by harpooned shark PROVOKED INCIDENT,N,Digital
1998,Unprovoked,Surfing,M,Toes lacerated,N,Digital
1998,Unprovoked,Boogie boarding,M,"Thigh, buttocks & lower back lacerated",N,Digital
1998,Unprovoked,Spearfishing,M,Lacerations to left hand,N,Digital
1998,Unprovoked,Spearfishing,M,Calf bitten,N,Digital
1998,Unprovoked,Body-boarding,M,Left calf injured,N,Digital
1998,Provoked,Moving a shark in a net ,M,Lacerations to right shin  PROVOKED INCIDENT,N,Digital
1998,Unprovoked,Surfing (or body boarding),M,Legs bitten,N,Digital
1998,Unprovoked,Spearfishing,M,Leg bitten,N,Digital
1998,Unprovoked,Surfing,M,Lacerations to left foot,N,Digital
1998,Unprovoked,Surfing,M,Calf bitten,N,Digital
1998,Unprovoked,Wading,M,Right leg bitten,N,Digital
1998,Unprovoked,Surfing,M,Knee bitten,N,Digital
1998,Unprovoked,Surfing,M,Right leg bitten,N,Digital
1998,Unprovoked,Free diving for abalone,M,"FATAL, left thigh and lower leg severely injured  ",Y,Digital
1998,Unprovoked,Body Boarding,M,"FATAL, hands & calf bitten  ",Y,Digital
1998,Unprovoked,Surfing,M,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,Digital
1998,Unprovoked,Surfing,M,Survived,N,Digital
1998,Unprovoked,Surfing,M,Minor laceration on foot,N,Digital
1998,Unprovoked,Body boarding,M,Right shoulder & arm bitten,N,Digital
1998,Unprovoked,Body boarding,M,Leg bitten,N,Digital
1998,Unprovoked,Surfing,M,4 lacerations on the sole of his right foot,N,Digital
1998,Unprovoked,Swimming,F,Ankle & foot bitten,N,Digital
1998,Unprovoked,Swimming / surfing,M,Left arm & wrist lacerated,N,Digital
1998,Unprovoked,Body boarding,M,"Lower legs bitten, foot severed",N,Digital
1998,Unprovoked,Towing rubber dinghy,F,"FATAL, torso & abdomen bitten, forearm severed ",Y,Digital
1998,Unprovoked,Surfing (lying prone on his board),M,Right thigh bitten,N,Digital
